No,late_w1,late_w2,late_w3,late_w4,late_w5,late_w6,late_w7,late_w8,late_w9,late_w10,late_w11,late_w12,late_w13,late_w14,late_w15,late_w16,late_w17,late_w18,late_w19,late_w20,late_w21,late_w22,late_w23,late_w24,late_w25,late_w26,late_w27,late_w28,late_w29,late_w30,late_w31,late_w32,late_w33,late_w34,late_w35,late_w36,late_w37,late_w38,late_w39,late_w40,late_w41,late_w42,late_w43,late_w44,late_w45,late_w46,late_w47,late_w48,late_w49,over_w1,over_w2,over_w3,over_w4,over_w5,over_w6,over_w7,over_w8,over_w9,over_w10,over_w11,over_w12,over_w13,over_w14,over_w15,over_w16,over_w17,over_w18,over_w19,over_w20,over_w21,over_w22,over_w23,over_w24,over_w25,over_w26,over_w27,over_w28,over_w29,over_w30,over_w31,over_w32,over_w33,over_w34,over_w35,over_w36,over_w37,over_w38,over_w39,over_w40,over_w41,over_w42,over_w43,over_w44,over_w45,over_w46,over_w47,over_w48,over_w49,hol_w1,hol_w2,hol_w3,hol_w4,hol_w5,hol_w6,hol_w7,hol_w8,hol_w9,hol_w10,hol_w11,hol_w12,hol_w13,hol_w14,hol_w15,hol_w16,hol_w17,hol_w18,hol_w19,hol_w20,hol_w21,hol_w22,hol_w23,hol_w24,hol_w25,hol_w26,hol_w27,hol_w28,hol_w29,hol_w30,hol_w31,hol_w32,hol_w33,hol_w34,hol_w35,hol_w36,hol_w37,hol_w38,hol_w39,hol_w40,hol_w41,hol_w42,hol_w43,hol_w44,hol_w45,hol_w46,hol_w47,hol_w48,hol_w49,breakt_w1,breakt_w2,breakt_w3,breakt_w4,breakt_w5,breakt_w6,breakt_w7,breakt_w8,breakt_w9,breakt_w10,breakt_w11,breakt_w12,breakt_w13,breakt_w14,breakt_w15,breakt_w16,breakt_w17,breakt_w18,breakt_w19,breakt_w20,breakt_w21,breakt_w22,breakt_w23,breakt_w24,breakt_w25,breakt_w26,breakt_w27,breakt_w28,breakt_w29,breakt_w30,breakt_w31,breakt_w32,breakt_w33,breakt_w34,breakt_w35,breakt_w36,breakt_w37,breakt_w38,breakt_w39,breakt_w40,breakt_w41,breakt_w42,breakt_w43,breakt_w44,breakt_w45,breakt_w46,breakt_w47,breakt_w48,breakt_w49,off_w1,off_w2,off_w3,off_w4,off_w5,off_w6,off_w7,off_w8,off_w9,off_w10,off_w11,off_w12,off_w13,off_w14,off_w15,off_w16,off_w17,off_w18,off_w19,off_w20,off_w21,off_w22,off_w23,off_w24,off_w25,off_w26,off_w27,off_w28,off_w29,off_w30,off_w31,off_w32,off_w33,off_w34,off_w35,off_w36,off_w37,off_w38,off_w39,off_w40,off_w41,off_w42,off_w43,off_w44,off_w45,off_w46,off_w47,off_w48,off_w49,half_w1,half_w2,half_w3,half_w4,half_w5,half_w6,half_w7,half_w8,half_w9,half_w10,half_w11,half_w12,half_w13,half_w14,half_w15,half_w16,half_w17,half_w18,half_w19,half_w20,half_w21,half_w22,half_w23,half_w24,half_w25,half_w26,half_w27,half_w28,half_w29,half_w30,half_w31,half_w32,half_w33,half_w34,half_w35,half_w36,half_w37,half_w38,half_w39,half_w40,half_w41,half_w42,half_w43,half_w44,half_w45,half_w46,half_w47,half_w48,half_w49,worktime_w1,worktime_w2,worktime_w3,worktime_w4,worktime_w5,worktime_w6,worktime_w7,worktime_w8,worktime_w9,worktime_w10,worktime_w11,worktime_w12,worktime_w13,worktime_w14,worktime_w15,worktime_w16,worktime_w17,worktime_w18,worktime_w19,worktime_w20,worktime_w21,worktime_w22,worktime_w23,worktime_w24,worktime_w25,worktime_w26,worktime_w27,worktime_w28,worktime_w29,worktime_w30,worktime_w31,worktime_w32,worktime_w33,worktime_w34,worktime_w35,worktime_w36,worktime_w37,worktime_w38,worktime_w39,worktime_w40,worktime_w41,worktime_w42,worktime_w43,worktime_w44,worktime_w45,worktime_w46,worktime_w47,worktime_w48,worktime_w49,workday_w1,workday_w2,workday_w3,workday_w4,workday_w5,workday_w6,workday_w7,workday_w8,workday_w9,workday_w10,workday_w11,workday_w12,workday_w13,workday_w14,workday_w15,workday_w16,workday_w17,workday_w18,workday_w19,workday_w20,workday_w21,workday_w22,workday_w23,workday_w24,workday_w25,workday_w26,workday_w27,workday_w28,workday_w29,workday_w30,workday_w31,workday_w32,workday_w33,workday_w34,workday_w35,workday_w36,workday_w37,workday_w38,workday_w39,workday_w40,workday_w41,workday_w42,workday_w43,workday_w44,workday_w45,workday_w46,workday_w47,workday_w48,workday_w49
4026042,1,3,3,2,1,3,3,2,1,3,4,2,1,4,2,1,3,1,2,2,1,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,2,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3,6,7,3,3,5,18,10,6,2,16,6,2,11,6,1,4,10,6,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2824,2957,1065,3013,3174,3367,1107,3227,3205,2616,2408,2822,3139,3118,2831,2709,2328,1673,2958,2609,2718,2795,2193,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,5,5,5,2,5,5,5,4,5,5,5,5,5,4,3,4,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026044,0,3,5,5,5,4,5,2,5,5,5,4,5,4,4,5,4,4,3,5,5,5,5,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,10,17,9,2,20,7,7,5,13,12,17,7,12,8,10,7,9,15,9,8,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,3275,2900,3181,3984,3233,1494,3614,2823,3549,3031,2848,2843,2824,2767,2750,2238,1733,3437,2783,3691,2850,2224,2736,2698,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5,6,5,3,5,5,5,5,5,5,5,5,5,4,3,5,5,6,5,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026054,0,1,2,0,1,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,42,0,0,0,22,14,11,19,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252,2540,0,1,0,2876,1077,2568,2746,2195,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,1,0,5,2,5,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026058,0,0,0,2,2,3,2,1,2,3,0,1,3,1,0,2,1,1,2,2,1,0,0,2,1,0,3,0,0,2,0,2,0,1,2,2,3,2,1,0,0,1,2,2,1,2,0,3,1,0,1,1,1,2,2,1,0,1,0,0,3,1,0,0,1,1,1,1,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,8,4,6,9,6,7,15,14,0,12,7,10,13,13,8,8,10,8,12,1,4,1,6,7,6,2,6,7,0,7,7,10,14,7,11,4,2,1,2,8,6,5,3,6,7,10,0,0,1,0,0,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,2796,2966,2970,3141,3004,1103,2261,2762,0,2636,2978,2783,2501,2799,2865,2435,2366,3558,2962,1689,2784,2366,2766,2581,2798,2439,2783,2937,2208,2813,2248,2738,2739,2498,2910,2765,2754,1886,601,2731,2744,2756,2741,3217,3628,3846,0,0,4,5,5,5,5,5,2,4,5,0,4,5,5,5,5,5,4,4,6,5,3,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,3,1,5,5,5,5,5,6,7,1
4026062,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2,0,0,2,2,3,3,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,4,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,8,11,6,5,1,14,18,5,2,5,4,3,2,12,5,7,3,5,9,7,1,5,5,7,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,2757,2754,2849,3387,3193,833,2837,2827,2829,2959,2842,2913,3293,3085,2695,2341,2308,3610,2336,2746,3160,3096,2796,2813,3063,2916,3020,2838,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,4,0,2,3,2,2,2,0,1,2,1,2,2,4,3,2,2,2,4,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,12,0,0,3,0,2,0,0,1,0,0,1,6,1,2,2,3,2,4,5,14,3,2,6,2,8,10,5,9,2,0,3,10,6,3,5,1,2,2,3,7,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043,2872,3038,3053,2844,3760,0,3214,4133,4056,2756,3207,2490,3088,3196,3675,2878,2471,3583,3824,2874,3563,3196,4009,3032,3185,3050,1069,2908,2314,2984,3064,2155,2984,2260,2817,2839,2780,1891,1699,3175,2996,2403,2269,2838,2433,2250,0,1,5,5,5,5,5,5,0,5,5,6,6,5,5,5,5,5,5,4,5,6,5,6,5,6,5,5,5,2,5,4,5,5,4,5,4,5,5,5,3,3,5,5,4,4,5,4,4,1
4026066,1,3,3,2,4,5,4,2,2,3,4,3,3,4,1,4,3,4,5,3,2,3,4,4,4,4,5,4,5,4,5,5,4,4,5,3,4,4,4,1,4,3,1,4,4,3,4,4,1,0,0,0,2,3,1,1,0,0,0,2,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,8,8,6,5,4,1,4,8,6,2,3,3,3,2,1,0,1,9,5,0,0,1,2,4,1,3,5,4,5,0,3,7,4,0,3,0,6,15,4,1,0,2,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2867,2820,3558,3427,2984,2502,1131,2035,2299,2696,1457,1774,2676,1821,2951,2215,2434,3550,3218,1451,2090,1688,1976,2332,2704,2627,2475,2621,2139,3043,2481,1507,2202,2721,2266,2186,2162,2166,1751,2605,1549,769,2257,2040,1712,2024,1658,0,1,5,5,6,5,5,5,2,5,4,4,3,3,5,3,4,4,4,7,5,3,4,4,4,4,5,5,4,5,5,5,5,4,4,5,4,4,4,4,3,4,3,1,4,4,4,4,4,1
4026070,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,3,3,2,4,5,4,4,5,0,3,3,4,4,5,3,5,4,3,4,5,3,5,4,3,5,4,3,5,4,5,4,5,1,0,0,0,1,0,2,3,0,2,5,4,3,1,0,0,0,1,1,3,6,2,2,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,3,3,1,0,0,0,0,4,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,3,5,3,9,7,7,0,14,13,25,8,11,6,11,6,8,5,6,12,21,11,19,19,6,19,13,12,15,18,14,18,4,5,16,26,10,8,8,6,15,20,20,17,2,25,18,38,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,2911,2978,3189,2274,2903,3887,1492,3167,3945,4103,3849,2715,3327,2706,2799,2998,2488,3360,4715,3338,3017,2509,3652,1116,2222,2782,2232,2994,2523,2443,2563,2566,1734,3219,2647,1797,3122,2239,2867,3342,4470,2919,2407,1809,2652,2407,3413,0,1,5,5,5,4,5,6,3,5,5,6,6,5,6,5,5,5,4,5,7,5,5,5,6,2,4,5,4,6,5,4,5,4,4,6,5,3,5,4,4,6,6,5,5,4,5,5,5,1
4026072,0,0,3,1,0,1,1,1,3,1,3,4,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,44,56,43,42,39,18,38,34,31,37,33,34,3,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2756,2183,2765,2758,2734,2944,1160,4736,3493,3249,2740,2426,3800,3735,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,5,5,5,2,6,6,6,5,4,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026076,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,4,0,1,1,2,4,2,2,0,2,5,4,2,3,3,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,28,21,32,30,34,41,17,22,21,41,28,31,22,14,32,33,28,23,26,25,8,14,11,20,22,16,19,26,38,23,22,20,20,34,16,36,30,38,12,22,32,24,44,26,26,31,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4554,3509,3281,3484,3293,3851,1256,2262,2791,3477,4015,3524,3382,3037,3678,4407,3500,2865,3555,3640,2376,1957,2534,3153,3000,3240,2974,3285,3526,2587,3296,2429,2520,2928,2420,3104,2561,2704,2045,2532,3130,2504,3135,3067,3092,4241,2402,0,0,6,5,6,5,6,5,2,5,4,5,5,5,5,5,6,6,6,5,5,5,4,3,4,5,5,5,5,5,6,4,5,4,5,5,4,5,4,4,3,4,5,4,5,5,5,6,5,0
4026078,0,1,0,2,3,0,2,2,1,0,0,1,0,1,1,3,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,3,0,0,0,2,4,2,2,1,3,3,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,8,1,5,6,2,1,6,8,1,5,3,6,19,10,9,8,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3261,2909,2203,4012,3589,4627,1015,2191,2795,3294,3567,3221,3201,2801,4374,3422,2502,3222,3428,2964,2243,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,6,6,7,2,4,5,5,5,5,5,5,6,6,4,5,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026080,0,3,1,1,0,0,2,2,1,2,0,0,3,1,1,2,2,1,4,4,3,2,5,3,2,4,3,4,4,5,4,5,5,3,1,3,1,2,2,1,5,3,3,2,5,3,3,1,0,0,0,3,2,3,0,2,0,4,5,4,1,1,1,3,4,3,4,3,5,3,2,3,6,5,1,0,0,5,2,5,4,5,1,4,0,1,5,4,3,5,5,3,1,1,1,3,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,1,1,2,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1,1,0,0,8,5,13,12,9,15,9,9,11,18,22,16,13,17,24,22,19,20,23,11,15,17,12,12,8,8,7,16,22,24,43,51,22,31,26,14,24,28,21,41,30,15,5,8,19,34,28,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,3443,3268,2842,3369,3554,1167,3810,3730,3901,3086,2987,2606,3280,3282,3701,2933,3453,4363,3699,2322,3700,4183,4017,3177,1640,3154,3995,3348,3648,3650,4002,2410,3991,2414,2452,4064,3464,2687,3817,4691,3327,2471,3119,3250,3814,3885,0,0,5,5,5,4,5,6,2,6,5,6,5,5,4,5,5,6,4,6,6,6,5,6,6,6,5,3,6,6,5,5,6,6,4,6,4,4,6,5,4,6,6,5,4,5,5,6,5,1
4026082,0,0,1,1,3,4,2,0,2,2,3,2,1,4,3,3,3,3,1,1,3,0,4,3,5,4,3,4,4,4,2,4,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,2,1,4,2,0,0,3,1,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,2,2,1,1,2,2,2,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,3,4,26,3,0,11,8,12,11,14,13,15,9,5,15,12,24,17,12,20,21,46,19,32,18,14,16,7,35,27,21,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2983,2740,2346,3022,3500,1575,0,3107,3122,2857,2937,3135,2715,2473,2682,2581,2151,2395,3735,3427,2748,3080,3777,4415,3827,3743,2762,2505,2605,1744,5048,3013,3697,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,5,6,4,0,6,6,5,6,6,5,5,5,4,4,5,7,7,4,6,7,7,7,7,5,4,5,3,7,6,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4026100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,2,1,4,1,0,0,1,1,0,0,0,3,2,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,14,9,17,18,10,8,7,13,14,5,14,8,8,7,6,12,31,12,22,13,10,15,4,17,14,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,2934,3481,3812,2937,2879,1637,3312,3148,3558,3071,2232,2931,3235,2705,2692,2681,1509,3351,3199,3077,3009,2265,3257,2970,3387,3360,2914,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,7,6,6,5,3,5,6,5,5,4,5,5,5,5,4,3,6,5,7,5,5,6,5,6,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
